"sector","value","cntry_key"
"cf",8968.28577585634,"BLZ"
"ph",8336.14066516398,"BLZ"
"sb",10543.2749781115,"BLZ"
"tour",25170.1068288056,"BLZ"
"tran",28600.480785728,"BLZ"
